"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARL6IP5",5.51157822946425e-48,0.495912372108182,0.421,0.407,1.82493866755791e-43
"TUT7",6.46633310329373e-48,0.586424752170006,0.295,0.253,2.14106755383159e-43
"TAPBPL",7.07315486337645e-48,0.959644774818236,0.105,0.071,2.34199230681258e-43
"SYNJ1",7.9229838650192e-48,0.81045254563081,0.135,0.097,2.62337918754651e-43
"CASP7",1.77996467614307e-47,1.11430665229884,0.112,0.078,5.89364103917732e-43
"NDUFV3",1.92734931595703e-47,0.250584010034515,0.13,0.186,6.38164632006533e-43
"FYCO1",2.82771500149655e-47,1.10519921934616,0.151,0.114,9.36284714145522e-43
"JAK2",3.74010081261862e-47,0.90282892483247,0.25,0.214,1.23838478006615e-42
"BAX",4.93962062017459e-47,0.671239267952139,0.276,0.24,1.63555778354601e-42
"SAE1",5.78105949076071e-47,1.0793545767114,0.207,0.17,1.91416660798578e-42
"PPP3CC",7.091084391075e-47,0.343509493057556,0.413,0.368,2.34792895272884e-42
"ENSG00000276241",7.70371007549013e-47,-1.52689400757513,0.069,0.102,2.55077544309554e-42
"GZMK",8.95870286269733e-47,-0.489491970234404,0.136,0.181,2.96631610486771e-42
"POC1B",9.21569783500268e-47,0.825795977523063,0.19,0.149,3.05140971014774e-42
"AGFG1",1.42201771950604e-46,0.864461771139715,0.273,0.242,4.70844287105644e-42
"SLC27A4",2.34286482389314e-46,0.600465934822905,0.23,0.188,7.75745971839257e-42
"HMGB2",2.49386285607652e-46,0.731071131482929,0.343,0.312,8.25742930275495e-42
"CLK1",3.16185060745965e-46,0.531650159192606,0.398,0.366,1.04692035463597e-41
"TET2",4.19343404911122e-46,0.731511013187025,0.252,0.212,1.38848794800122e-41
"CXCR4",5.5609808991569e-46,-1.09661606534168,0.371,0.382,1.84129638551984e-41
"PPM1B",6.09627226193391e-46,0.539509912326152,0.313,0.273,2.01853670864894e-41
"BHLHE40",6.82941214181642e-46,0.727645784265874,0.216,0.175,2.26128665427683e-41
"RAP2B",1.42431801296291e-45,-0.333157053439078,0.085,0.125,4.71605937272149e-41
"TMUB1",2.8867196038374e-45,0.900312682334777,0.118,0.083,9.55821728026602e-41
"RNPEPL1",2.92122222398815e-45,0.461954323804791,0.18,0.136,9.67245890584717e-41
"CBX3",4.22692364609048e-45,0.730905285809289,0.334,0.316,1.39957668845702e-40
"LRRC8B",6.15000546013555e-45,1.0188643399184,0.111,0.077,2.03632830790548e-40
"STK25",7.1082337338141e-45,0.26035699199808,0.079,0.12,2.35360727160318e-40
"PAK2",1.26141314152288e-44,0.514987013256062,0.408,0.391,4.1766650528964e-40
